Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Marshall, Jeffrey C.",BNP,186
00BGGF,Tower Hamlets,Mile End East,*,"Uz-Zaman, Motin",LAB,1338
00BGGF,Tower Hamlets,Mile End East,*,"Hussain, Ahmed",R,993
00BGGF,Tower Hamlets,Mile End East,*,"Bawden, Rupert",LAB,897
00BGGF,Tower Hamlets,Mile End East,,"Khan, Misbahur R.",LD,828
00BGGF,Tower Hamlets,Mile End East,,"Hussain, Ismail",R,753
00BGGF,Tower Hamlets,Mile End East,,"Turner, Jacqueline C.",R,752
00BGGF,Tower Hamlets,Mile End East,,"Syed, Shamsul I.",LD,742
00BGGF,Tower Hamlets,Mile End East,,"Chattopadhyay, Betheline",LAB,696
00BGGF,Tower Hamlets,Mile End East,,"Choudhury, Hafizur R.",IND,531
00BGGF,Tower Hamlets,Mile End East,,"Islam, Jewel",CON,454
00BGGF,Tower Hamlets,Mile End East,,"Rayment, Stewart G.",LD,454
00BGGF,Tower Hamlets,Mile End East,,"Collins, Graham K.",CON,346
00BGGF,Tower Hamlets,Mile End East,,"Rouse, Caroline J.",CON,312
00BGGG,Tower Hamlets,Millwall,*,"Rouse, Simon P.",CON,1724
00BGGG,Tower Hamlets,Millwall,*,"Houghton, Shirley A.",CON,1685
00BGGG,Tower Hamlets,Millwall,*,"Eckhardt, Rupert H.B.",CON,1679
00BGGG,Tower Hamlets,Millwall,,"Amos, Alan T.",LAB,1248
00BGGG,Tower Hamlets,Millwall,,"Cray, John C.",LAB,1128
00BGGG,Tower Hamlets,Millwall,,"Miah, Arip",LAB,1084
00BGGG,Tower Hamlets,Millwall,,"Alam-Raja, Mohammed S.S.",R,606
00BGGG,Tower Hamlets,Millwall,,"Cock, Sybil G.",R,398
00BGGG,Tower Hamlets,Millwall,,"Ramsay, Patricia A.",LD,358
00BGGG,Tower Hamlets,Millwall,,"Taher, Julia",R,312
00BGGG,Tower Hamlets,Millwall,,"Huxted, Nigel P.",LD,301
00BGGG,Tower Hamlets,Millwall,,"McDonald, Ian K.",LD,300
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,*,"Choudhury, Alibor",LAB,1453
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,*,"Ullah, Abdal",LAB,1410
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,*,"Rahman, Oliur",R,1351
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Uddin, Mohammed S.",LAB,1329
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Miah, Aleyk",R,1292
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Falshaw, Margaret E.",R,954
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Rahman, Habibur",LD,747
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Rahman, Ataur",IND,669
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Northover, Edwin J.",CON,630
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Story, Alexander P.",CON,590
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Mustaque, Ahmed",LD,583
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Ahmed, Farid U.",LD,550
00BGGH,Tower Hamlets,St Dunstan's and Stepney Green,,"Meehan, Jane E.P.",CON,373
00BGGJ,Tower Hamlets,St Katharine's and Wapping,*,"Jones, Emma L.",CON,1351
00BGGJ,Tower Hamlets,St Katharine's and Wapping,*,"Haque, Shafiqul",LAB,1321
00BGGJ,Tower Hamlets,St Katharine's and Wapping,*,"Jones, Denise",LAB,1290
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Brooks, Richard D.",LAB,1231
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"King, Neil A.",CON,1223
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Mawdsley, Paul M.",CON,1153
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Hall, Martine V.",GRE,364
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Hall, Andrew J.",GRE,359
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Man, Margaret J.H.",LD,349
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Coverson, Ron",LD,321
00BGGJ,Tower Hamlets,St Katharine's and Wapping,,"Mead, Alan R.",LD,305
00BGGK,Tower Hamlets,Shadwell,*,"Chowdhury, Shamin A.",R,1851
00BGGK,Tower Hamlets,Shadwell,*,"Miah, Abjol",R,1789
00BGGK,Tower Hamlets,Shadwell,*,"Rashid, Mohammed M.",R,1707
00BGGK,Tower Hamlets,Shadwell,,"Keith, Michael J.",LAB,1287
00BGGK,Tower Hamlets,Shadwell,,"Kabir, Humayun",LAB,1141
00BGGK,Tower Hamlets,Shadwell,,"Shukur, Abdus",LAB,1054
00BGGK,Tower Hamlets,Shadwell,,"Crossey, William D.",CON,723
00BGGK,Tower Hamlets,Shadwell,,"Snowdon, David A.",CON,670
00BGGK,Tower Hamlets,Shadwell,,"Rahman, Sajjadur",CON,605
00BGGK,Tower Hamlets,Shadwell,,"Buttimer, Catherine E.",LD,266
00BGGK,Tower Hamlets,Shadwell,,"Sheehan, Phyllis D.",LD,226
00BGGK,Tower Hamlets,Shadwell,,"Ali, Mohammed",LD,205
00BGGL,Tower Hamlets,Spitalfields and Banglatown,*,"Abbas, Helal U.",LAB,912
00BGGL,Tower Hamlets,Spitalfields and Banglatown,*,"Miah, Fozol",R,866
00BGGL,Tower Hamlets,Spitalfields and Banglatown,*,"Rahman, Lutfur",LAB,860
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Mortuza, Mohammad G.",LAB,775
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Chaudhury, Mizanur R.",IND,716
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Islam, Mohammad B.",R,682
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Kamali, Mohammed Y.",LD,548
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Choudhury, Mohammed A.M.",R,471
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Shah, Dinul H.",CON,458
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Rahman, Mohammed A.",LD,424
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Burton, Guy J.S.",LD,354
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Hussain, Iqbal",CON,329
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Collar, Beth J.S.",GRE,242
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Chowdhury, Hamid-Ur R.",CON,241
00BGGL,Tower Hamlets,Spitalfields and Banglatown,,"Lockley, Peter G.",GRE,191
00BGGM,Tower Hamlets,Weavers,*,"Matin, Abdul",LD,1819
00BGGM,Tower Hamlets,Weavers,*,"Alexander, Louise",LD,1059
00BGGM,Tower Hamlets,Weavers,*,"O'Flaherty, Timothy J.",LD,948
00BGGM,Tower Hamlets,Weavers,,"Haque, Fazlul",LAB,854
00BGGM,Tower Hamlets,Weavers,,"Begum, Dilwara",R,830
00BGGM,Tower Hamlets,Weavers,,"Ali, Amina",LAB,652
00BGGM,Tower Hamlets,Weavers,,"Oley, Nathan D.",LAB,575
00BGGM,Tower Hamlets,Weavers,,"Fredericks, Paul J.",R,494
00BGGM,Tower Hamlets,Weavers,,"Cox, Eliza",R,489
00BGGM,Tower Hamlets,Weavers,,"Guttman, Catherine E.",GRE,364
00BGGM,Tower Hamlets,Weavers,,"Ahmed, Gias U.",IND,345
00BGGM,Tower Hamlets,Weavers,,"Jackson, Daniel",GRE,321
00BGGM,Tower Hamlets,Weavers,,"Hancocks, Benjamin E.",GRE,292
00BGGM,Tower Hamlets,Weavers,,"Holmes, Simon M.A.",CON,254
00BGGM,Tower Hamlets,Weavers,,"Chowdhury, Hamida R.",CON,249
00BGGM,Tower Hamlets,Weavers,,"Walters, Mark G.",CON,214
00BGGN,Tower Hamlets,Whitechapel,*,"Ali, Shahed",R,1449
00BGGN,Tower Hamlets,Whitechapel,*,"Asad, Abdul",LAB,1107
00BGGN,Tower Hamlets,Whitechapel,*,"Islam, Waiseul",R,1084
00BGGN,Tower Hamlets,Whitechapel,,"Rahman, Lutfur",LAB,1040
00BGGN,Tower Hamlets,Whitechapel,,"Ullah, Doros",LAB,1019
00BGGN,Tower Hamlets,Whitechapel,,"Zaman, Farhana",R,1004
00BGGN,Tower Hamlets,Whitechapel,,"Miah, Fanu",IND,650
00BGGN,Tower Hamlets,Whitechapel,,"Haydar, Mohammed S.",LD,529
00BGGN,Tower Hamlets,Whitechapel,,"Grieve, Kate M.",LD,511
00BGGN,Tower Hamlets,Whitechapel,,"Ahmed, Shamsuddin",LD,458
00BGGN,Tower Hamlets,Whitechapel,,"Ahmed, Muhammed S.",CON,397
00BGGN,Tower Hamlets,Whitechapel,,"Frawley, Moya M.E.",CON,344
00BGGN,Tower Hamlets,Whitechapel,,"Suhel, Shah M.R.I.",CON,284
00BGGN,Tower Hamlets,Whitechapel,,"Goni, Mohammed A.",IND,186
00BHFX,Waltham Forest,Cann Hall,*,"Phillips, Elizabeth J.",LD,1345
00BHFX,Waltham Forest,Cann Hall,*,"Rayner, Keith A.",LD,1338
00BHFX,Waltham Forest,Cann Hall,*,"Sheppard, Laura F.",LD,1179
00BHFX,Waltham Forest,Cann Hall,,"Ahmed, Mohammed S.K.",LAB,1003
00BHFX,Waltham Forest,Cann Hall,,"Baffour-Awuah, Victoria",LAB,975
00BHFX,Waltham Forest,Cann Hall,,"Devaney, Paul R.",LAB,914
00BHFX,Waltham Forest,Cann Hall,,"Howie, Patricia A.",GRE,337
00BHFX,Waltham Forest,Cann Hall,,"Canal, Paul",CON,247
00BHFX,Waltham Forest,Cann Hall,,"Gosling, Kathleen T.",CON,201
00BHFX,Waltham Forest,Cann Hall,,"Neilson-Hansen, Mary I.",CON,200
00BHFY,Waltham Forest,Cathall,*,"Martin, Milton",LAB,1117
00BHFY,Waltham Forest,Cathall,*,"Highfield, Shameem K.A.",LAB,1072
00BHFY,Waltham Forest,Cathall,*,"Wheeler, Terence V.",LAB,982
00BHFY,Waltham Forest,Cathall,,"Hunt, Michael C.",LD,955
00BHFY,Waltham Forest,Cathall,,"Majid, Shahid",LD,940
00BHFY,Waltham Forest,Cathall,,"Kitson, Clyde",LD,933
00BHFY,Waltham Forest,Cathall,,"Measure, Maureen C.C.",GRE,270
00BHFY,Waltham Forest,Cathall,,"Millington, Graham T.",CON,178
00BHFY,Waltham Forest,Cathall,,"Iwunze, Cajetan C.",CON,159
00BHFY,Waltham Forest,Cathall,,"Jovcic, Pamela A.",CON,147
00BHFY,Waltham Forest,Cathall,,"Devine, Joan E.",IND,93
00BHFY,Waltham Forest,Cathall,,"Butler, Andrew",IND,85
00BHFZ,Waltham Forest,Chapel End,*,"Belam, Robert D.",LD,1653
00BHFZ,Waltham Forest,Chapel End,*,"Carey, Robert A.",LD,1537
00BHFZ,Waltham Forest,Chapel End,*,"Macklin, John R.",LD,1420
00BHFZ,Waltham Forest,Chapel End,,"Blunt, David M.S.",LAB,663
00BHFZ,Waltham Forest,Chapel End,,"Terry, Stephen",LAB,632
00BHFZ,Waltham Forest,Chapel End,,"Akhtar, Sabha",LAB,616
00BHFZ,Waltham Forest,Chapel End,,"Clarke, Brian D.",CON,459
00BHFZ,Waltham Forest,Chapel End,,"Gatward, Josephine P.M.",CON,429
00BHFZ,Waltham Forest,Chapel End,,"Burkett, Richard I.",GRE,419
00BHFZ,Waltham Forest,Chapel End,,"Phelan, John C.",CON,373
00BHGA,Waltham Forest,Chingford Green,*,"Arnold, Derek B.",CON,2288
00BHGA,Waltham Forest,Chingford Green,*,"Lewis, Michael J.",CON,2279
00BHGA,Waltham Forest,Chingford Green,*,"Sinclair, Graham F.",CON,2199
00BHGA,Waltham Forest,Chingford Green,,"Wenden, Keith J.",LD,622
00BHGA,Waltham Forest,Chingford Green,,"Carder, Joan M.",LD,605
00BHGA,Waltham Forest,Chingford Green,,"Paterson, Ian A.",LD,573
00BHGA,Waltham Forest,Chingford Green,,"Beg, Farah",LAB,359
00BHGA,Waltham Forest,Chingford Green,,"Bayliss, William J.",LAB,357
00BHGA,Waltham Forest,Chingford Green,,"Blay, Jeffrey G.",LAB,345
00BHGB,Waltham Forest,Endlebury,*,"Herrington, Peter V.",CON,2227
00BHGB,Waltham Forest,Endlebury,*,"Jovcic, Mladen",CON,2063
00BHGB,Waltham Forest,Endlebury,*,"Davis, Matthew T.",CON,2056
00BHGB,Waltham Forest,Endlebury,,"Kennedy, Kenneth R.",LAB,425
00BHGB,Waltham Forest,Endlebury,,"Allen, Joan",GRE,398
00BHGB,Waltham Forest,Endlebury,,"Carder, Edward A.",LD,351
00BHGB,Waltham Forest,Endlebury,,"Mudie, Kathleen G.",LD,350
00BHGB,Waltham Forest,Endlebury,,"Wells, Violet P.",LD,345
00BHGB,Waltham Forest,Endlebury,,"Washbrook, Miles R.J.",LAB,329
00BHGB,Waltham Forest,Endlebury,,"Manjra, Frances B.",LAB,322
00BHGC,Waltham Forest,Forest,*,"Qureshi, Mashoodul F.",LD,1505
00BHGC,Waltham Forest,Forest,*,"Abrahim, Imran",LD,1490
00BHGC,Waltham Forest,Forest,*,"Yunis, Faiz R.",LAB,1289
00BHGC,Waltham Forest,Forest,,"Mitchell, Murle A.",LD,1268
00BHGC,Waltham Forest,Forest,,"Dhillon, Kabal S.",LAB,1159
00BHGC,Waltham Forest,Forest,,"Lyons, Gerry A.",LAB,1029
00BHGC,Waltham Forest,Forest,,"Bedlow, Rosalind J.",GRE,534
00BHGC,Waltham Forest,Forest,,"Farmer, Jean I.",CON,508
00BHGC,Waltham Forest,Forest,,"Phillips, Sean",CON,414
00BHGC,Waltham Forest,Forest,,"Finlayson, Nial",CON,399
00BHGD,Waltham Forest,Grove Green,*,"Bhogal, Tarsem S.",LAB,1517
00BHGD,Waltham Forest,Grove Green,*,"Robbins, Christopher A.",LAB,1430
00BHGD,Waltham Forest,Grove Green,*,"Mbachu, Anna",LAB,1356
00BHGD,Waltham Forest,Grove Green,,"Sullivan, Jeniffer E.",LD,1286
00BHGD,Waltham Forest,Grove Green,,"Chubb, Neal A.",LD,1173
00BHGD,Waltham Forest,Grove Green,,"Olford, Paul K.",LD,1171
00BHGD,Waltham Forest,Grove Green,,"Measure, William J.",GRE,480
00BHGD,Waltham Forest,Grove Green,,"Devlin, Nicola H.G.",CON,270
00BHGD,Waltham Forest,Grove Green,,"Gough, Alan R.",CON,265
00BHGD,Waltham Forest,Grove Green,,"Pryor, Derek R.",CON,235
00BHGE,Waltham Forest,Hale End and Highams Park,*,"Beanse, John D.",LD,1617
00BHGE,Waltham Forest,Hale End and Highams Park,*,"Penstone, John N.H.",LD,1462
00BHGE,Waltham Forest,Hale End and Highams Park,*,"Smith-Pryor, Sheila",LD,1453
00BHGE,Waltham Forest,Hale End and Highams Park,,"Finlayson, Lesley A.",CON,1434
00BHGE,Waltham Forest,Hale End and Highams Park,,"Hemsted, Andrew P.J.",CON,1363
00BHGE,Waltham Forest,Hale End and Highams Park,,"Foster, Julien A.S.",CON,1346
00BHGE,Waltham Forest,Hale End and Highams Park,,"Hayes, Noel A.P.",LAB,437
00BHGE,Waltham Forest,Hale End and Highams Park,,"Molyneux, Ann M.",LAB,404
00BHGE,Waltham Forest,Hale End and Highams Park,,"Poppleton, Sallie J.",GRE,367
00BHGE,Waltham Forest,Hale End and Highams Park,,"Bellamy, Martyn",LAB,327
00BHGF,Waltham Forest,Hatch Lane,*,"Fitzgerald, Marion J.",CON,1651
00BHGF,Waltham Forest,Hatch Lane,*,"Walker, Geoffrey A.",CON,1548
00BHGF,Waltham Forest,Hatch Lane,*,"Braham, Laurie",CON,1478
00BHGF,Waltham Forest,Hatch Lane,,"Dore, Martin J.",LAB,529
00BHGF,Waltham Forest,Hatch Lane,,"Dore, Sheila M.T.",LAB,526
00BHGF,Waltham Forest,Hatch Lane,,"Pearce, John B.",BNP,509
00BHGF,Waltham Forest,Hatch Lane,,"Rafique, Shaheen A.",LAB,406
00BHGF,Waltham Forest,Hatch Lane,,"Jones, Marc H.",LD,404
00BHGF,Waltham Forest,Hatch Lane,,"Tatam, Robert F.",GRE,380
00BHGF,Waltham Forest,Hatch Lane,,"Dauncey, Jeremy R.",LD,360
00BHGF,Waltham Forest,Hatch Lane,,"Morgan, Jane E.",LD,337
00BHGG,Waltham Forest,High Street,*,"Ali, Liaquat",LAB,1472
00BHGG,Waltham Forest,High Street,*,"Khan, Johar",LD,1468
00BHGG,Waltham Forest,High Street,*,"O'Rourke, James M.",LD,1453
00BHGG,Waltham Forest,High Street,,"Raval, Dave",LD,1372
00BHGG,Waltham Forest,High Street,,"Murray, Diana S.",LAB,1349
00BHGG,Waltham Forest,High Street,,"Matharoo, Narinder S.",LAB,1224
00BHGG,Waltham Forest,High Street,,"House, Denethor R.",GRE,604
00BHGG,Waltham Forest,High Street,,"Stacey, Edward J.",CON,309
00BHGG,Waltham Forest,High Street,,"Moss, John J.C.",CON,269
00BHGG,Waltham Forest,High Street,,"Wedderburn, Rachel A.",CON,268
00BHGG,Waltham Forest,High Street,,"Buddle, Claire L.",SALT,245
00BHGH,Waltham Forest,Higham Hill,*,"Meiszner, Sean",LD,1303
00BHGH,Waltham Forest,Higham Hill,*,"Woollcott, Peter D.",LD,1271
00BHGH,Waltham Forest,Higham Hill,*,"Smith, Patrick C.",LD,1188
00BHGH,Waltham Forest,Higham Hill,,"Bellamy, Karen E.",LAB,1031
00BHGH,Waltham Forest,Higham Hill,,"Douet, Marcia",LAB,883
00BHGH,Waltham Forest,Higham Hill,,"Woodrow, Peter F.",LAB,859
00BHGH,Waltham Forest,Higham Hill,,"Kerr, Liam H.",GRE,327
00BHGH,Waltham Forest,Higham Hill,,"Hemsted, Jemma",CON,309
00BHGH,Waltham Forest,Higham Hill,,"Kizil, Ayhan",CON,258
00BHGH,Waltham Forest,Higham Hill,,"King, Gerald",CON,214
00BHGJ,Waltham Forest,Hoe Street,*,"Sarkar, Naz",LAB,1351
00BHGJ,Waltham Forest,Hoe Street,*,"Mahmud, Saima",LAB,1314
00BHGJ,Waltham Forest,Hoe Street,*,"Sizer, Eric G.",LAB,1286
00BHGJ,Waltham Forest,Hoe Street,,"Tidmarsh, Richard L.",LD,1004
00BHGJ,Waltham Forest,Hoe Street,,"Lambert, Stephen W.",GRE,785
00BHGJ,Waltham Forest,Hoe Street,,"Tidmarsh, Jacqueline L.C.",LD,605
00BHGJ,Waltham Forest,Hoe Street,,"Pond, Daniel R.",LD,592
00BHGJ,Waltham Forest,Hoe Street,,"Khan, Sophia",CON,530
00BHGJ,Waltham Forest,Hoe Street,,"Draper-Stumm, Tara J.S.",CON,475
00BHGJ,Waltham Forest,Hoe Street,,"Croot, Timothy R.",CON,469
00BHGK,Waltham Forest,Larkswood,*,"Buckmaster, Nicholas J.",CON,1653
00BHGK,Waltham Forest,Larkswood,*,"Walter, John F.",CON,1651
00BHGK,Waltham Forest,Larkswood,*,"Williams, Eric G.",CON,1545
00BHGK,Waltham Forest,Larkswood,,"Brown, Carolyn M.",LAB,476
00BHGK,Waltham Forest,Larkswood,,"Garrett, Anne E.",LAB,465
00BHGK,Waltham Forest,Larkswood,,"Brown, John G.",LAB,461
00BHGK,Waltham Forest,Larkswood,,"Wenden, Cynthia J.",LD,358
00BHGK,Waltham Forest,Larkswood,,"Woolnough, Graham A.",LD,345
00BHGK,Waltham Forest,Larkswood,,"Kerr, Bridget",GRE,294
00BHGK,Waltham Forest,Larkswood,,"Khan-Lodhi, Khizar H.",LD,290
00BHGK,Waltham Forest,Larkswood,,"Brock, Robert J.",UKIP,270
00BHGL,Waltham Forest,Lea Bridge,*,"Ahmad, Masood",LAB,1375
00BHGL,Waltham Forest,Lea Bridge,*,"Davies, Elizabeth B.",LAB,1327
00BHGL,Waltham Forest,Lea Bridge,*,"Akram, Afzal",LAB,1240
00BHGL,Waltham Forest,Lea Bridge,,"Malik, Nasar",LD,517
00BHGL,Waltham Forest,Lea Bridge,,"Lake, Maureen J.",LD,509
00BHGL,Waltham Forest,Lea Bridge,,"Lake, Frederick V.",LD,471
00BHGL,Waltham Forest,Lea Bridge,,"Miller, Barbara",CON,451
00BHGL,Waltham Forest,Lea Bridge,,"Miles, Elen",GRE,429
00BHGL,Waltham Forest,Lea Bridge,,"Noman, Mahmood",CON,360
00BHGL,Waltham Forest,Lea Bridge,,"Halabi, Ilkay",CON,320
00BHGM,Waltham Forest,Leyton,*,"Qureshi, Naheed",LD,1443
00BHGM,Waltham Forest,Leyton,*,"Grell, Miranda A.J.",LAB,1427
00BHGM,Waltham Forest,Leyton,*,"Sullivan, Robert F.",LD,1424
00BHGM,Waltham Forest,Leyton,,"Smith, Barry A.",LD,1399
00BHGM,Waltham Forest,Leyton,,"Wright, Simon J.",LAB,1245
00BHGM,Waltham Forest,Leyton,,"Russell, Nicholas L.",LAB,1242
00BHGM,Waltham Forest,Leyton,,"Griffith, Helen S.",GRE,253
00BHGM,Waltham Forest,Leyton,,"Braham, Paul R.",CON,216
00BHGM,Waltham Forest,Leyton,,"Pryor, Anne",CON,176
00BHGM,Waltham Forest,Leyton,,"Gosling, Colette M.",CON,167
00BHGN,Waltham Forest,Leytonstone,*,"Pye, Marie E.",LAB,1431
00BHGN,Waltham Forest,Leytonstone,*,"Loakes, Clyde W.",LAB,1352
00BHGN,Waltham Forest,Leytonstone,*,"Gray, Jenny C.",LAB,1274
00BHGN,Waltham Forest,Leytonstone,,"Butt, Nazir A.",LD,811
00BHGN,Waltham Forest,Leytonstone,,"Faiz, Mahmood H.",LD,802
00BHGN,Waltham Forest,Leytonstone,,"Valery, Marie J.",LD,710
00BHGN,Waltham Forest,Leytonstone,,"Dawes, Mark S.",GRE,594
00BHGN,Waltham Forest,Leytonstone,,"Johnson, Helen B.F.",CON,389
00BHGN,Waltham Forest,Leytonstone,,"Ashan, Peter",R,387
00BHGN,Waltham Forest,Leytonstone,,"Coleman, Caroline M.",R,384
00BHGN,Waltham Forest,Leytonstone,,"Luker, Raymond E.",CON,370
00BHGN,Waltham Forest,Leytonstone,,"Milroy, Roderick M.",CON,338
00BHGP,Waltham Forest,Markhouse,*,"Broadley, Margaret L.",LAB,1227
00BHGP,Waltham Forest,Markhouse,*,"Mahmood, Asim",LAB,1199
00BHGP,Waltham Forest,Markhouse,*,"Asghar, Mohammad",LAB,1174
00BHGP,Waltham Forest,Markhouse,,"Azam, Javed",LD,740
00BHGP,Waltham Forest,Markhouse,,"Hussain, Munir",LD,687
00BHGP,Waltham Forest,Markhouse,,"Blewett, Frank",LD,686
00BHGP,Waltham Forest,Markhouse,,"Stubbings, Judith A.",GRE,570
00BHGP,Waltham Forest,Markhouse,,"Aziz, Mahtab A.",R,533
00BHGP,Waltham Forest,Markhouse,,"Vincent, Carole A.",R,471
00BHGP,Waltham Forest,Markhouse,,"Hemsted, Roger",CON,442
00BHGP,Waltham Forest,Markhouse,,"Mahmood, Bilal",CON,351
00BHGP,Waltham Forest,Markhouse,,"Kizil, Eylem",CON,336
00BHGQ,Waltham Forest,Valley,*,"Gover, John M.",CON,1710
00BHGQ,Waltham Forest,Valley,*,"Siggers, Alan W.",CON,1638
00BHGQ,Waltham Forest,Valley,*,"Wedderburn, Laurance A.",CON,1539
00BHGQ,Waltham Forest,Valley,,"Boyle, Henry A.",LD,608
00BHGQ,Waltham Forest,Valley,,"Chelliah, Sivakumar",LAB,546
00BHGQ,Waltham Forest,Valley,,"Malik, Mohammad A.",LD,540
00BHGQ,Waltham Forest,Valley,,"Beg, Aktar",LAB,526
00BHGQ,Waltham Forest,Valley,,"Rashid, Shahnaz S.",LD,476
00BHGQ,Waltham Forest,Valley,,"St. Hill, Crispin R.",LAB,457
00BHGR,Waltham Forest,William Morris,*,"Reardon, Geraldine A.",LAB,1421
00BHGR,Waltham Forest,William Morris,*,"Gladstone, Adam S.",LAB,1409
00BHGR,Waltham Forest,William Morris,*,"Wheatley, Robert",LD,1288
00BHGR,Waltham Forest,William Morris,,"Limbajee, Khevyn R.",LAB,1253
00BHGR,Waltham Forest,William Morris,,"Diwan, Mohammad S.",LD,1217
00BHGR,Waltham Forest,William Morris,,"Jones, Simon R.",LD,1144
00BHGR,Waltham Forest,William Morris,,"Rowe, Alexandra C.",GRE,496
00BHGR,Waltham Forest,William Morris,,"Garrett, Emily S.",CON,322
00BHGR,Waltham Forest,William Morris,,"Drury, Ian C.",CON,319
00BHGR,Waltham Forest,William Morris,,"James, Tim R.",CON,293
00BHGS,Waltham Forest,Wood Street,*,"Bean, Angela M.",LAB,1471
00BHGS,Waltham Forest,Wood Street,*,"Barnett, Peter J.",LAB,1383
00BHGS,Waltham Forest,Wood Street,*,"Sweden, Richard C.",LAB,1289
00BHGS,Waltham Forest,Wood Street,,"McManus-Andrea, Laura",CON,999
00BHGS,Waltham Forest,Wood Street,,"Halabi, Halil M.",CON,953
00BHGS,Waltham Forest,Wood Street,,"Mazalon, Aleksander",CON,926
00BHGS,Waltham Forest,Wood Street,,"Hatton, Peter H.S.",LD,671
00BHGS,Waltham Forest,Wood Street,,"Iqbal, Mazhar",LD,593
00BHGS,Waltham Forest,Wood Street,,"Khan, Mohammad N.",LD,558
00BHGS,Waltham Forest,Wood Street,,"Olende, Christine J.",GRE,557
00BJFZ,Wandsworth,Balham,*,"Forbes, Elizabeth A. ",CON,2284
00BJFZ,Wandsworth,Balham,*,"Usher, Caroline H.M.I.",CON,2171
00BJFZ,Wandsworth,Balham,*,"King, Russell J.",CON,2090
00BJFZ,Wandsworth,Balham,,"Hill, Jennifer   ",LAB,695
00BJFZ,Wandsworth,Balham,,"Tupper, Martin",LAB,668
00BJFZ,Wandsworth,Balham,,"Vitelli, Siobhan M. ",GRE,637
00BJFZ,Wandsworth,Balham,,"O`Keeffe, Kieran   ",LAB,616
00BJFZ,Wandsworth,Balham,,"Green, Matthew G.",LD,474
00BJFZ,Wandsworth,Balham,,"Gibbs, Joan E.",LD,465
00BJGA,Wandsworth,Bedford,*,"Dunn, Antonia F.P.",CON,1960
00BJGA,Wandsworth,Bedford,*,"Finn, Stewart P.A.",CON,1929
00BJGA,Wandsworth,Bedford,*,"Wilkie, Sheldon A.",CON,1836
00BJGA,Wandsworth,Bedford,,"Carpenter, Peter J. ",LAB,1093
00BJGA,Wandsworth,Bedford,,"Heath, James H.",LAB,1093
00BJGA,Wandsworth,Bedford,,"Speck, Wendy M.",LAB,1062
00BJGA,Wandsworth,Bedford,,"Rattray, John M.",GRE,750
00BJGA,Wandsworth,Bedford,,"Norman, Henrietta   ",LD,521
00BJGA,Wandsworth,Bedford,,"Williams, Richard R.",LD,464
00BJGA,Wandsworth,Bedford,,"Phillips, Simon K. ",IND,95
00BJGB,Wandsworth,Earlsfield,*,"Graham, Angela   ",CON,2306
00BJGB,Wandsworth,Earlsfield,*,"Hope, Marc   ",CON,2206
00BJGB,Wandsworth,Earlsfield,*,"McNaught-Davis, Charles   ",CON,2006
00BJGB,Wandsworth,Earlsfield,,"Brown, Nicola   ",LAB,853
00BJGB,Wandsworth,Earlsfield,,"Evetts, Benjamin   ",LAB,799
00BJGB,Wandsworth,Earlsfield,,"Sachon, James   ",LAB,589
00BJGB,Wandsworth,Earlsfield,,"Humphreys, Graham P.",GRE,577
00BJGC,Wandsworth,East Putney,*,"McDonnell, Leslie F. ",CON,2450
00BJGC,Wandsworth,East Putney,*,"Larsson, Jeremy C.",CON,2387
00BJGC,Wandsworth,East Putney,*,"Prichard, Brian N.C. ",CON,2241
00BJGC,Wandsworth,East Putney,,"Dwyer, Felicity J.",GRE,582
