Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00ADGC,Bexley,Blackfen and Lamorbey,,"La Roche, Doreen V.",LD,391
00ADGC,Bexley,Blackfen and Lamorbey,,"La Roche, John B.",LD,363
00ADGC,Bexley,Blackfen and Lamorbey,,"Scopes, Peter G.",LD,355
00ADGD,Bexley,Blendon and Penhill,*,"Cammish, Margaret P.",CON,2445
00ADGD,Bexley,Blendon and Penhill,*,"d'Amiral, Graham M.",CON,2364
00ADGD,Bexley,Blendon and Penhill,*,"O'Hare, Nicholas",CON,2287
00ADGD,Bexley,Blendon and Penhill,,"Jaques, Michael R.",LD,450
00ADGD,Bexley,Blendon and Penhill,,"Prior, David A.",LAB,441
00ADGD,Bexley,Blendon and Penhill,,"Cudmore, Kaye L.",LD,430
00ADGD,Bexley,Blendon and Penhill,,"Cudmore, John C.",LD,415
00ADGD,Bexley,Blendon and Penhill,,"Slater, Gerda",LAB,400
00ADGD,Bexley,Blendon and Penhill,,"Slater, Stuart R.",LAB,387
00ADGE,Bexley,Brampton,*,"French, Ronald H.",CON,2596
00ADGE,Bexley,Brampton,*,"O'Neill, Teresa A.J.",CON,2537
00ADGE,Bexley,Brampton,*,"Wilkinson, John P.",CON,2406
00ADGE,Bexley,Brampton,,"Browning, Joanne",LAB,802
00ADGE,Bexley,Brampton,,"Kirby, Christopher C.",LAB,734
00ADGE,Bexley,Brampton,,"Perry, John G.",LAB,710
00ADGE,Bexley,Brampton,,"Standen, Barry C.",LD,531
00ADGE,Bexley,Brampton,,"Hall, Susan",LD,515
00ADGE,Bexley,Brampton,,"Wagstaff, Peggy L.K.",LD,431
00ADGE,Bexley,Brampton,,"Jenner, William J.",UKIP,404
00ADGF,Bexley,Christchurch,*,"Ashmole, Roy F.",CON,2205
00ADGF,Bexley,Christchurch,*,"Clement, Ian S.",CON,2188
00ADGF,Bexley,Christchurch,*,"Newton, Leonard S.",CON,2098
00ADGF,Bexley,Christchurch,,"David, Stephanie",LAB,733
00ADGF,Bexley,Christchurch,,"Millen, Floyd",LAB,633
00ADGF,Bexley,Christchurch,,"West, Peter J.",LAB,621
00ADGF,Bexley,Christchurch,,"Hall, Maureen F.K.",LD,513
00ADGF,Bexley,Christchurch,,"Hall, David J.",LD,501
00ADGF,Bexley,Christchurch,,"Lockington, Betty M.",LD,443
00ADGG,Bexley,Colyers,*,"Brockwell, Christopher B.",CON,1506
00ADGG,Bexley,Colyers,*,"Cammish, David B.",CON,1415
00ADGG,Bexley,Colyers,*,"Hurt, David R.",CON,1349
00ADGG,Bexley,Colyers,,"Browning, Ronald J.",LAB,1175
00ADGG,Bexley,Colyers,,"Ball, Patricia R.",LAB,1165
00ADGG,Bexley,Colyers,,"Kilner, Peter L.",LAB,1163
00ADGG,Bexley,Colyers,,"Briant, Sally A.",IND,397
00ADGG,Bexley,Colyers,,"Joyce, Dianne M.T.",IND,387
00ADGG,Bexley,Colyers,,"Wilfort, Joanne",IND,321
00ADGG,Bexley,Colyers,,"Thick, Angela M.",LD,293
00ADGH,Bexley,Crayford,*,"Lucia-Hennis, Geraldene A.",CON,1378
00ADGH,Bexley,Crayford,*,"Marriner, Howard C.",CON,1345
00ADGH,Bexley,Crayford,*,"Seymour, Melvin N.",CON,1286
00ADGH,Bexley,Crayford,,"Shepheard, John D.",LAB,1180
00ADGH,Bexley,Crayford,,"Kelsey, Tonya",LAB,1147
00ADGH,Bexley,Crayford,,"Perrin, Trevor V.",LAB,1058
00ADGH,Bexley,Crayford,,"James, Stephen",BNP,786
00ADGH,Bexley,Crayford,,"Buckley, Amanda C.",LD,430
00ADGJ,Bexley,Cray Meadows,*,"Bacon, Cheryl",CON,1947
00ADGJ,Bexley,Cray Meadows,*,"Downing, Rosaline M.",CON,1903
00ADGJ,Bexley,Cray Meadows,*,"Massey, Donald F.",CON,1865
00ADGJ,Bexley,Cray Meadows,,"Cash, Helen M.",LAB,1065
00ADGJ,Bexley,Cray Meadows,,"Borella, Stefano P.",LAB,1019
00ADGJ,Bexley,Cray Meadows,,"O'Neill, Michael C.",LAB,995
00ADGJ,Bexley,Cray Meadows,,"Parfett, Barry J.",IND,640
00ADGJ,Bexley,Cray Meadows,,"Cheeseman, Elaine F.",IND,631
00ADGJ,Bexley,Cray Meadows,,"Williams, Laurence",IND,611
00ADGK,Bexley,Danson Park,*,"Bailey, Linda, J.",CON,2011
00ADGK,Bexley,Danson Park,*,"Massey, Sharon M.",CON,2002
00ADGK,Bexley,Danson Park,*,"Waters, John",CON,1985
00ADGK,Bexley,Danson Park,,"McVeigh, James A.",LD,915
00ADGK,Bexley,Danson Park,,"Hurren, Paul W.",LD,875
00ADGK,Bexley,Danson Park,,"Aulakh, Tejinder S.",LD,815
00ADGK,Bexley,Danson Park,,"Scutt, Alan",LAB,466
00ADGK,Bexley,Danson Park,,"Hollamby, Peter",LAB,453
00ADGK,Bexley,Danson Park,,"Husband, Linda M.",LAB,453
00ADGL,Bexley,East Wickham,*,"Catterall, Alfred W.",CON,1362
00ADGL,Bexley,East Wickham,*,"Tarrant, Michael G.",CON,1340
00ADGL,Bexley,East Wickham,*,"Hunt, James K.A.",CON,1234
00ADGL,Bexley,East Wickham,,"Lawrenson, John",LAB,937
00ADGL,Bexley,East Wickham,,"Everitt, Richard J.",LAB,860
00ADGL,Bexley,East Wickham,,"Malt, Sylvia",LAB,833
00ADGL,Bexley,East Wickham,,"Pickett, Anthony A.",LD,681
00ADGL,Bexley,East Wickham,,"Sexton, David F.",LD,604
00ADGL,Bexley,East Wickham,,"Clark, Sheila",BNP,601
00ADGL,Bexley,East Wickham,,"Manak, Surinder S.",LD,564
00ADGL,Bexley,East Wickham,,"Fitzpatrick, John-Anthony",ED,392
00ADGL,Bexley,East Wickham,,"Clarke, Malcolm F.",UKIP,289
00ADGL,Bexley,East Wickham,,"Perrin, Pamela M.",UKIP,211
00ADGL,Bexley,East Wickham,,"Marshall, Christopher",UKIP,209
00ADGM,Bexley,Erith,*,"Ball, Christopher",LAB,1066
00ADGM,Bexley,Erith,*,"O'Neill, Margaret A.",LAB,939
00ADGM,Bexley,Erith,*,"Clewes, Bernard C.",CON,884
00ADGM,Bexley,Erith,,"Douglas, James P.",CON,850
00ADGM,Bexley,Erith,,"Malik, Munir",LAB,833
00ADGM,Bexley,Erith,,"Patel, Priti",CON,653
00ADGM,Bexley,Erith,,"West, Stephen",IND,574
00ADGM,Bexley,Erith,,"Grootendorst, Rita M.",IND,506
00ADGM,Bexley,Erith,,"Jamieson, Florence M.",LD,434
00ADGN,Bexley,Falconwood and Welling,*,"Betts, Nigel P.",CON,2074
00ADGN,Bexley,Falconwood and Welling,*,"Catterall, Peter P.",CON,1854
00ADGN,Bexley,Falconwood and Welling,*,"Clark, Valerie C.",CON,1721
00ADGN,Bexley,Falconwood and Welling,,"Seadon, James E.",BNP,1001
00ADGN,Bexley,Falconwood and Welling,,"Perfect, Stephen E.",LAB,640
00ADGN,Bexley,Falconwood and Welling,,"O'Gorman, Andrew D.",LD,593
00ADGN,Bexley,Falconwood and Welling,,"Shrimpton, Edward J.",LD,588
00ADGN,Bexley,Falconwood and Welling,,"Chaggar, Gurdeepak S.",LD,540
00ADGN,Bexley,Falconwood and Welling,,"Persaud, Mavis",LAB,540
00ADGN,Bexley,Falconwood and Welling,,"Pieri, Carol I.",LAB,517
00ADGP,Bexley,Lesnes Abbey,*,"Davey, John C.",CON,1860
00ADGP,Bexley,Lesnes Abbey,*,"Hurt, Margaret E.",CON,1710
00ADGP,Bexley,Lesnes Abbey,*,"Duncombe, Kirsty M.",CON,1707
00ADGP,Bexley,Lesnes Abbey,,"Brown, Ronald N.P.",LAB,1450
00ADGP,Bexley,Lesnes Abbey,,"Blake, Samuel E.",LAB,1422
00ADGP,Bexley,Lesnes Abbey,,"Huxley, Corinna F.",LAB,1253
00ADGP,Bexley,Lesnes Abbey,,"Cripps, Gary",OS,583
00ADGP,Bexley,Lesnes Abbey,,"Hofford, Peter J.",LD,482
00ADGQ,Bexley,Longlands,*,"Bacon, Gareth A.",CON,1966
00ADGQ,Bexley,Longlands,*,"McAndrew, Kenneth",CON,1956
00ADGQ,Bexley,Longlands,*,"Slaughter, Michael A.",CON,921
00ADGQ,Bexley,Longlands,,"Lowe, Michael F.",IND,633
00ADGQ,Bexley,Longlands,,"Judge, Clifford R.",LAB,517
00ADGQ,Bexley,Longlands,,"Brooks, Zoe G.",LD,456
00ADGQ,Bexley,Longlands,,"Shrimpton, Margaret A.",LD,449
00ADGQ,Bexley,Longlands,,"Pilling-Lindsell, Garth H.",LAB,446
00ADGQ,Bexley,Longlands,,"Scrivener, Philip",LAB,434
00ADGQ,Bexley,Longlands,,"Brooks, John R.",LD,431
00ADGR,Bexley,North End,*,"Eastaugh, John W.",LAB,1093
00ADGR,Bexley,North End,*,"Langstead, Brenda M.",LAB,1070
00ADGR,Bexley,North End,*,"Deadman, Alan",LAB,962
00ADGR,Bexley,North End,,"Cassells, Sylvia A.E.",CON,637
00ADGR,Bexley,North End,,"Gillespie, Bernard E.",CON,601
00ADGR,Bexley,North End,,"Goding, Simon F.W.",IND,553
00ADGR,Bexley,North End,,"Silvester, Edgar D.",CON,498
00ADGR,Bexley,North End,,"Bowles, John",BNP,481
00ADGR,Bexley,North End,,"Shrimpton, William F.",LD,269
00ADGS,Bexley,Northumberland Heath,*,"Fuller, Helen S.",CON,1975
00ADGS,Bexley,Northumberland Heath,*,"Reader, Peter R.M.",CON,1913
00ADGS,Bexley,Northumberland Heath,*,"Sawyer, Alex",CON,1806
00ADGS,Bexley,Northumberland Heath,,"Hacker, Geoffrey",LAB,1280
00ADGS,Bexley,Northumberland Heath,,"Smith, Kathryn A.",LAB,1236
00ADGS,Bexley,Northumberland Heath,,"Akuamoah-Boateng, Edward",LAB,1202
00ADGS,Bexley,Northumberland Heath,,"Bargery, Paul A.",LD,496
00ADGT,Bexley,St Mary's,*,"Campbell, Colin E.",CON,2596
00ADGT,Bexley,St Mary's,*,"Downing, Alan",CON,2546
00ADGT,Bexley,St Mary's,*,"Tandy, Colin L.",CON,2472
00ADGT,Bexley,St Mary's,,"Riches, Joseph A.J.",LAB,493
00ADGT,Bexley,St Mary's,,"Nurse, Angela D.",LD,491
00ADGT,Bexley,St Mary's,,"Bassett, Broderick J.",LAB,487
00ADGT,Bexley,St Mary's,,"Pearce, Teresa",LAB,481
00ADGT,Bexley,St Mary's,,"Nicolle, David J.",LD,454
00ADGT,Bexley,St Mary's,,"Bassaran, Shule A.",LD,413
00ADGU,Bexley,St Michael's,*,"Pollard, Joseph R.",CON,2062
00ADGU,Bexley,St Michael's,*,"Sams, Raymond S.",CON,1907
00ADGU,Bexley,St Michael's,*,"Scott, Matthew R.",CON,1890
00ADGU,Bexley,St Michael's,,"Perfect, Wendy J.",LAB,1101
00ADGU,Bexley,St Michael's,,"Blowers, Grant",LAB,1090
00ADGU,Bexley,St Michael's,,"Murphy, Matthew J.",LAB,1023
00ADGU,Bexley,St Michael's,,"Codd, Janette D.",LD,457
00ADGU,Bexley,St Michael's,,"Wright, Colin E.",LD,450
00ADGU,Bexley,St Michael's,,"Codd, Philip G.",LD,413
00ADGW,Bexley,Sidcup,*,"Beckwith, Aileen M.",CON,2127
00ADGW,Bexley,Sidcup,*,"Evans, Jacqueline A.",CON,2099
00ADGW,Bexley,Sidcup,*,"Slaughter, June E.",CON,2090
00ADGW,Bexley,Sidcup,,"Holland, Graham R.",IND,1067
00ADGW,Bexley,Sidcup,,"Griffiths, Robert C.",IND,966
00ADGW,Bexley,Sidcup,,"Gorton, David J.",IND,850
00ADGW,Bexley,Sidcup,,"Dawes, Colin",LAB,532
00ADGW,Bexley,Sidcup,,"Bedwell, Robert G.",LAB,523
00ADGW,Bexley,Sidcup,,"Ives, Doreen I.",LAB,470
00ADGX,Bexley,Thamesmead East,*,"Bauer, Sandra E.",LAB,1071
00ADGX,Bexley,Thamesmead East,*,"Buttar, Harbans S.",LAB,983
00ADGX,Bexley,Thamesmead East,*,"Persaud, Harry",LAB,956
00ADGX,Bexley,Thamesmead East,,"Bellinger, Jenny",TCP,628
00ADGX,Bexley,Thamesmead East,,"Cotton, Jeremy",TCP,573
00ADGX,Bexley,Thamesmead East,,"Cusack, Anthony J.",TCP,544
00ADGX,Bexley,Thamesmead East,,"Reader, Irene P.",CON,483
00ADGX,Bexley,Thamesmead East,,"Nangon, Irma E.",CON,438
00ADGX,Bexley,Thamesmead East,,"Read, Philip D.",CON,228
00AEGJ,Brent,Alperton,*,"Brown, Daniel E.",LD,1624
00AEGJ,Brent,Alperton,*,"Chavda, Chunilal V.",LD,1560
00AEGJ,Brent,Alperton,*,"Allie, James B.",LD,1481
00AEGJ,Brent,Alperton,,"Farah, Harbi E.",LAB,1126
00AEGJ,Brent,Alperton,,"Ogunro, Benjamin K.",LAB,1061
00AEGJ,Brent,Alperton,,"Turini, Leon H.",LAB,1033
00AEGJ,Brent,Alperton,,"Desai, Jaydutt R.",CON,790
00AEGJ,Brent,Alperton,,"Parmar, Ramnik",CON,699
00AEGJ,Brent,Alperton,,"Shukla, Shailesh",CON,645
00AEGJ,Brent,Alperton,,"Jazaerli, Ali",GRE,151
00AEGK,Brent,Barnhill,*,"O'Sullivan, James R.",CON,1622
00AEGK,Brent,Barnhill,*,"Kansagra, Suresh L.",CON,1460
00AEGK,Brent,Barnhill,*,"van Colle, Irwin",CON,1435
00AEGK,Brent,Barnhill,,"Beckman, Judith",LAB,1012
00AEGK,Brent,Barnhill,,"Choudhary, Shafique A.",LAB,872
00AEGK,Brent,Barnhill,,"Coghill, Peter H.",LAB,851
00AEGK,Brent,Barnhill,,"Makhija, Shashi K.",LD,386
00AEGK,Brent,Barnhill,,"Marcos, Simon",LD,386
00AEGK,Brent,Barnhill,,"Shuttleworth, Brenda M.",LD,377
00AEGK,Brent,Barnhill,,"Nawaz, Aatif",GRE,374
00AEGL,Brent,Brondesbury Park,*,"Shaw, Carol A.",LD,1554
00AEGL,Brent,Brondesbury Park,*,"Cummins, Mark",LD,1249
00AEGL,Brent,Brondesbury Park,*,"Pagnamenta, Robin A.",LD,1075
00AEGL,Brent,Brondesbury Park,,"Duffin, William A.",CON,710
00AEGL,Brent,Brondesbury Park,,"Padro, Joan E.",CON,663
00AEGL,Brent,Brondesbury Park,,"Warren, John",CON,647
00AEGL,Brent,Brondesbury Park,,"Mitchell, Steven P.",LAB,517
00AEGL,Brent,Brondesbury Park,,"Dignan, Robert",LAB,494
00AEGL,Brent,Brondesbury Park,,"Collins, Simon",GRE,460
00AEGL,Brent,Brondesbury Park,,"Iloba, John U.",LAB,445
00AEGL,Brent,Brondesbury Park,,"Morris, Maurice A.",IND,197
00AEGL,Brent,Brondesbury Park,,"Fedonos, Michael",IND,194
00AEGM,Brent,Dollis Hill,*,"Ahmed, Lena",LAB,1177
00AEGM,Brent,Dollis Hill,*,"Castle, Alexander V.",LD,1079
00AEGM,Brent,Dollis Hill,*,"Fox, Ralph",LAB,1052
00AEGM,Brent,Dollis Hill,,"Sisson, Richard H.W.",LD,1042
00AEGM,Brent,Dollis Hill,,"de Silva, Haththimuni W.",LD,1021
00AEGM,Brent,Dollis Hill,,"Sattar-Butt, Abdul",LAB,1007
00AEGM,Brent,Dollis Hill,,"Makwana, Manubhai K.",CON,727
00AEGM,Brent,Dollis Hill,,"Abercorn, Annesley G.",CON,720
00AEGM,Brent,Dollis Hill,,"Cattell, Brian A.",CON,693
00AEGM,Brent,Dollis Hill,,"Leventon, Rosie E.",GRE,187
00AEGN,Brent,Dudden Hill,*,"Clues, David C.",LD,1460
00AEGN,Brent,Dudden Hill,*,"Gupta, Pawan",LD,1277
00AEGN,Brent,Dudden Hill,*,"Hirani, Chunilal K.",LD,1195
00AEGN,Brent,Dudden Hill,,"Choudry, Mohammad A.",LAB,1163
00AEGN,Brent,Dudden Hill,,"Harrison, Patricia A.",LAB,1099
00AEGN,Brent,Dudden Hill,,"Lyon, Michael J.",LAB,1017
00AEGN,Brent,Dudden Hill,,"Alghoul, Mohammed",CON,579
00AEGN,Brent,Dudden Hill,,"McKee, Jason T.T.",CON,551
00AEGN,Brent,Dudden Hill,,"Elfeitury, Manal",CON,527
00AEGN,Brent,Dudden Hill,,"Homer, Clare A.",GRE,381
00AEGP,Brent,Fryent,*,"Crane, George E.",LAB,1605
00AEGP,Brent,Fryent,*,"Moher, James G.",LAB,1589
00AEGP,Brent,Fryent,*,"Moher, Ruth E.",LAB,1533
00AEGP,Brent,Fryent,,"McClay, Jane E.",CON,1320
00AEGP,Brent,Fryent,,"Fernandes, Christie",CON,1265
00AEGP,Brent,Fryent,,"Fear, Sean M.",CON,1233
00AEGP,Brent,Fryent,,"Akhter, Sakina",LD,459
00AEGP,Brent,Fryent,,"Lyons, Rita S.",LD,415
00AEGP,Brent,Fryent,,"Wright, Henry",LD,369
00AEGP,Brent,Fryent,,"Orr, Brian H.",GRE,240
00AEGQ,Brent,Harlesden,*,"Beswick, Lincoln A.",LAB,1410
00AEGQ,Brent,Harlesden,*,"Long, Janice E.",LAB,1270
00AEGQ,Brent,Harlesden,*,"Coughlin, David C.",LAB,1244
00AEGQ,Brent,Harlesden,,"Anderson, Christopher E.",LD,470
00AEGQ,Brent,Harlesden,,"Harriott, Albert A.",R,463
00AEGQ,Brent,Harlesden,,"Lewis, Leslie V.",LD,410
00AEGQ,Brent,Harlesden,,"Colwill, Natalie",CON,334
00AEGQ,Brent,Harlesden,,"Scott, Andrew",LD,326
00AEGQ,Brent,Harlesden,,"Litvinoff, Cecilia",GRE,321
00AEGQ,Brent,Harlesden,,"Mistry, Sumitra D.",CON,271
00AEGQ,Brent,Harlesden,,"Owaka, Smart",CON,254
00AEGR,Brent,Kensal Green,*,"Joseph, Bertha J.",LAB,1331
00AEGR,Brent,Kensal Green,*,"Powney, James E.",LAB,1169
00AEGR,Brent,Kensal Green,*,"Thomas, Bobby",LAB,1108
00AEGR,Brent,Kensal Green,,"Hunt, Felicity J.",LD,671
00AEGR,Brent,Kensal Green,,"Lowcock, Penelope A.",LD,583
00AEGR,Brent,Kensal Green,,"Collins, Michael",GRE,573
00AEGR,Brent,Kensal Green,,"O'Dwyer, Carmel M.",LD,555
00AEGR,Brent,Kensal Green,,"Dymond, Philip P.",GRE,473
00AEGR,Brent,Kensal Green,,"Jennings-Trott, Valerie A.",CON,356
00AEGR,Brent,Kensal Green,,"Owaka, Rosaline",CON,326
00AEGR,Brent,Kensal Green,,"Parmar, Nagin",CON,298
00AEGS,Brent,Kenton,*,"Colwill, Reginald R.",CON,1944
00AEGS,Brent,Kenton,*,"Fernandes, Uma N.",CON,1891
00AEGS,Brent,Kenton,*,"Steel, Arthur R.",CON,1828
00AEGS,Brent,Kenton,,"Freedman, Robert S.",LAB,1043
00AEGS,Brent,Kenton,,"Mears, Mary C.",LAB,976
00AEGS,Brent,Kenton,,"Sedze, Eugene",LAB,779
00AEGS,Brent,Kenton,,"Patel, Jagdish",LD,526
00AEGS,Brent,Kenton,,"Barker, Eileen V.",LD,483
00AEGS,Brent,Kenton,,"Sutherland, Deborah M.",LD,369
00AEGS,Brent,Kenton,,"Moors, Gareth",GRE,276
00AEGT,Brent,Kilburn,*,"Dunn, Anthony",LD,1440
00AEGT,Brent,Kilburn,*,"Arnold, Mary H.",LAB,1369
00AEGT,Brent,Kilburn,*,"Jackson, Derek R.",LD,1175
00AEGT,Brent,Kilburn,,"Lawson-Tancred, Hugh C.",LD,1156
00AEGT,Brent,Kilburn,,"McGovern, Cyril",LAB,1048
00AEGT,Brent,Kilburn,,"Thompson, Noel B.W.",LAB,976
00AEGT,Brent,Kilburn,,"McCooke, John",GRE,532
00AEGT,Brent,Kilburn,,"Murry, Peter R.",GRE,365
00AEGT,Brent,Kilburn,,"Garner, Charles, H.",CON,364
00AEGT,Brent,Kilburn,,"Moore, Cormach",CON,303
00AEGT,Brent,Kilburn,,"Roberts, Monica",CON,303
00AEGU,Brent,Mapesbury,*,"Matthews, Hayley K.",LD,1326
00AEGU,Brent,Mapesbury,*,"Leaman, Christopher J.",LD,1277
00AEGU,Brent,Mapesbury,*,"Hashmi, Sami U.",LD,1016
00AEGU,Brent,Mapesbury,,"Bellia, Ian M.",LAB,1008
00AEGU,Brent,Mapesbury,,"Dar, Khalid",CON,966
00AEGU,Brent,Mapesbury,,"Ali, Rizwana",LAB,881
00AEGU,Brent,Mapesbury,,"Sayers, Jack J.",CON,861
00AEGU,Brent,Mapesbury,,"Seaton Brown, Jennifer",CON,754
00AEGU,Brent,Mapesbury,,"Zakriya, Mohammad",LAB,703
00AEGU,Brent,Mapesbury,,"Scrimgeour, Daniel V.",GRE,530
00AEGW,Brent,Northwick Park,*,"Baker, Edward A.",CON,1564
00AEGW,Brent,Northwick Park,*,"Patel, Harihar M.",CON,1451
00AEGW,Brent,Northwick Park,*,"Detre, John T.J.",CON,1411
00AEGW,Brent,Northwick Park,,"Chohan, Bhagwanji",LAB,939
00AEGW,Brent,Northwick Park,,"Safir, Lawrence S.",LAB,784
00AEGW,Brent,Northwick Park,,"Ishola-Jimoh, Mustapha",LAB,780
00AEGW,Brent,Northwick Park,,"Keynes, Toby W.",LD,682
00AEGW,Brent,Northwick Park,,"Dass, Jeetender",LD,629
00AEGW,Brent,Northwick Park,,"Shah, Deven",LD,603
00AEGW,Brent,Northwick Park,,"O'Brien, Michael D.",GRE,267
00AEGX,Brent,Preston,*,"Blackman, Robert J.",CON,2010
00AEGX,Brent,Preston,*,"Mendoza, Alan L.",CON,1852
00AEGX,Brent,Preston,*,"Patel, Harshadbhai B.",CON,1830
00AEGX,Brent,Preston,,"Daly, Mary B.",LAB,1014
00AEGX,Brent,Preston,,"Zakriya, Robina",LAB,880
00AEGX,Brent,Preston,,"Visnu Dasa, Karanodakasayi A.",LAB,850
00AEGX,Brent,Preston,,"Bunce-Linsell, Jacqueline A.",LD,439
00AEGX,Brent,Preston,,"Williamson, Vivienne R.",LD,372
00AEGX,Brent,Preston,,"Pincus, Jonathan D.",LD,357
00AEGX,Brent,Preston,,"Liddell, Jonathan",GRE,273
00AEGY,Brent,Queens Park,*,"Lawson-Tancred, Emily C.",LD,1284
00AEGY,Brent,Queens Park,*,"Tullett, Jean E.",LD,1184
00AEGY,Brent,Queens Park,*,"Motley, William M.",LD,1102
00AEGY,Brent,Queens Park,,"Nerva, Neil B.",LAB,1059
00AEGY,Brent,Queens Park,,"Freeson, Reginald",LAB,1055
00AEGY,Brent,Queens Park,,"Gladbaum, Helga",LAB,1010
00AEGY,Brent,Queens Park,,"Degas, Rupert",GRE,526
00AEGY,Brent,Queens Park,,"Dhillon, Gurmaj S.",CON,494
00AEGY,Brent,Queens Park,,"Wearmouth, William G.",CON,486
00AEGY,Brent,Queens Park,,"Ali, Shahrar",GRE,462
00AEGY,Brent,Queens Park,,"Kwarteng, Kwasi A.A.",CON,461
00AEGY,Brent,Queens Park,,"Fernandez, Rocky R.",IND,197
00AEGZ,Brent,Queensbury,*,"Mistry, Kanta",CON,2169
00AEGZ,Brent,Queensbury,*,"Dunwell, Robert P.",CON,2014
00AEGZ,Brent,Queensbury,*,"Malik, Atiq",CON,1997
00AEGZ,Brent,Queensbury,,"Patel, Rameshchandra S.",LAB,1568
00AEGZ,Brent,Queensbury,,"Dromey, Bill",LAB,1551
00AEGZ,Brent,Queensbury,,"Kabir, Sandra",LAB,1516
00AEGZ,Brent,Queensbury,,"Lewis, John D.",LD,426
00AEGZ,Brent,Queensbury,,"Raisin, Frank A.",LD,369
00AEGZ,Brent,Queensbury,,"Bennett, Charles R.B.",GRE,284
00AEGZ,Brent,Queensbury,,"Spitzel, Anthony M.",LD,276
00AEHA,Brent,Stonebridge,*,"John, Ann M.",LAB,1644
00AEHA,Brent,Stonebridge,*,"Long, Sebastian D.",LAB,1523
00AEHA,Brent,Stonebridge,*,"Moloney, Columbus M.",LAB,1510
00AEHA,Brent,Stonebridge,,"Kamdar, Ratna K.",CON,607
00AEHA,Brent,Stonebridge,,"Dabasia, Harji",CON,591
00AEHA,Brent,Stonebridge,,"Ladwa, Lalji",CON,518
00AEHA,Brent,Stonebridge,,"Brown, Karen M.C.",LD,464
00AEHA,Brent,Stonebridge,,"Lewis, Diana F.",LD,372
00AEHA,Brent,Stonebridge,,"Noor Khan, Mohammed H.",LD,306
00AEHA,Brent,Stonebridge,,"Davis, Robert A.",GRE,216
00AEHA,Brent,Stonebridge,,"Downes, Francis",IND,143
00AEHB,Brent,Sudbury,*,"Lorber, Paul",LD,1600
00AEHB,Brent,Sudbury,*,"Patel, Chandubhai J.",LD,1528
00AEHB,Brent,Sudbury,*,"Wharton, Robert",LD,1327
00AEHB,Brent,Sudbury,,"Mitchell Murray, Wilhelmina C.",LAB,1079
00AEHB,Brent,Sudbury,,"Hoda, Mohammad A-U.",LAB,1074
00AEHB,Brent,Sudbury,,"Naheerathan, Kanapathipillai",LAB,1032
00AEHB,Brent,Sudbury,,"Kamdar, Milan K.",CON,756
00AEHB,Brent,Sudbury,,"Kotecha, Narendra",CON,744
00AEHB,Brent,Sudbury,,"Garten, Patrik",CON,737
00AEHB,Brent,Sudbury,,"Vanstone, Benjamin",GRE,211
00AEHC,Brent,Tokyngton,*,"Butt, Muhammed A.",LAB,1292
00AEHC,Brent,Tokyngton,*,"Corcoran, Peter D.",LD,1287
00AEHC,Brent,Tokyngton,*,"Bacchus, Joyce",LAB,1259
00AEHC,Brent,Tokyngton,,"Blackman, Nicola",CON,1247
00AEHC,Brent,Tokyngton,,"Etienne, Jan",LAB,1209
00AEHC,Brent,Tokyngton,,"Marini, Fabiola",LD,1184
00AEHC,Brent,Tokyngton,,"Patel, Bhikubhai M.",CON,1146
00AEHC,Brent,Tokyngton,,"Pandya, Uday",LD,1113
00AEHC,Brent,Tokyngton,,"Colwill, Miranda A.",CON,1063
00AEHC,Brent,Tokyngton,,"Powell, David",GRE,169
00AEHD,Brent,Welsh Harp,*,"Farrell, Mary E.T.",LAB,1598
00AEHD,Brent,Welsh Harp,*,"Singh, Harbhajan",LAB,1500
00AEHD,Brent,Welsh Harp,*,"Eniola, Francis",LAB,1494
00AEHD,Brent,Welsh Harp,,"Fletcher, Nigel M.A.",CON,1137
00AEHD,Brent,Welsh Harp,,"Mistry, Dineshkumar N.",CON,1114
00AEHD,Brent,Welsh Harp,,"Lacey, Richard A.",CON,1090
00AEHD,Brent,Welsh Harp,,"Ayres, Diana",LD,537
00AEHD,Brent,Welsh Harp,,"Raingold, Freda",LD,427
00AEHD,Brent,Welsh Harp,,"Thiessen, Ulla",LD,345
00AEHD,Brent,Welsh Harp,,"Breznay, Ruth",GRE,268
00AEHE,Brent,Wembley Central,*,"Shah, Vijaykumar K.",LD,1824
00AEHE,Brent,Wembley Central,*,"Brown, Valerie L.",LD,1738
00AEHE,Brent,Wembley Central,*,"Bessong, Daniel A.",LD,1709
00AEHE,Brent,Wembley Central,,"Kataria, Dhirajlal",LAB,1619
00AEHE,Brent,Wembley Central,,"Paramakumaran, Navaratnam",LAB,1443
00AEHE,Brent,Wembley Central,,"van Kalwala, Zaffar",LAB,1420
00AEHE,Brent,Wembley Central,,"Bhundia, Arun",CON,480
00AEHE,Brent,Wembley Central,,"Butt, Shaheen",CON,458
00AEHE,Brent,Wembley Central,,"Marklew, Michael",CON,383
00AEHE,Brent,Wembley Central,,"Jaff, Harem",GRE,185
00AEHF,Brent,Willesden Green,*,"Sneddon, Gavin F.P.",LD,1206
00AEHF,Brent,Willesden Green,*,"Anwar, Mohammed",LD,1178
00AEHF,Brent,Willesden Green,*,"Jones, Lesley A.",LAB,1108
00AEHF,Brent,Willesden Green,,"Pervez, Afifa",LD,1080
00AEHF,Brent,Willesden Green,,"Kagan, Gabrielle",LAB,992
